Section,ScreenName,StoryID,RoleAr,UserStoryAr,UserStoryEn,FeatureSummaryAr,MainDbEntities,MainButtonsOrActionsAr,AcceptanceCriteriaAr
Analytics & AI,MicroMeasurementScreen,US-MicroMeasurementScreen-01,الفريق التقني / HR,كـالفريق التقني / HR أريد استخدام شاشة MicroMeasurementScreen ضمن قسم Analytics & AI لتحقيق الغرض التالي: شاشة خاصة بالقياسات الدقيقة لتفاعل المستخدمين مع النظام، تعرض بيانات مثل وقت الجلسة على كل شاشة، عدد النقرات، سلوك التمرير، وسرعة تنفيذ الأوامر، اعتمادًا على سجلات MicroMeasurements المخزنة في قاعدة البيانات. حتى أتمكن من أداء دوري بكفاءة والاعتماد على بيانات حقيقية من قاعدة البيانات.,"As a user (الفريق التقني / HR), I want to use the MicroMeasurementScreen in the Analytics & AI module to achieve its defined purpose so that I can perform my responsibilities efficiently based on real database data.",شاشة خاصة بالقياسات الدقيقة لتفاعل المستخدمين مع النظام، تعرض بيانات مثل وقت الجلسة على كل شاشة، عدد النقرات، سلوك التمرير، وسرعة تنفيذ الأوامر، اعتمادًا على سجلات MicroMeasurements المخزنة في قاعد...,"تُحدد الجداول المرتبطة بهذه الشاشة في تصميم قاعدة البيانات (مثل Donations, Projects, Users, Tasks حسب طبيعة الشاشة).",جميع الأزرار والفلاتر وروابط التنقل في شاشة MicroMeasurementScreen تعمل كما هو موصوف (عرض، بحث، تصفية، حفظ، تعديل، حذف، تصدير، تغيير الفترة الزمنية).,Given أن المستخدم يملك صلاحية الوصول لهذه الشاشة ووجود بيانات فعلية، When يفتح الشاشة ويستخدم عناصرها (عرض، بحث، تصفية، حفظ، تعديل، حذف)، Then يجب جلب البيانات من قاعدة البيانات فقط بدون قيم ثابتة، وتنفيذ عمليات الحفظ والتعديل والحذف على الجداول المرتبطة بنجاح، مع إظهار رسائل نجاح/فشل واضحة، وتسجيل أي خطأ تقني في نظام إدارة الأخطاء برقم مرجعي، واحترام صلاحيات الدور، والحفاظ على حالة الفلاتر والتمرير (scroll) عند الرجوع للشاشة لتحسين تجربة الاستخدام.
Analytics & AI,BehaviorAnalyticsScreen,US-BehaviorAnalyticsScreen-01,المدير / HR / المشرف,كـالمدير / HR / المشرف أريد استخدام شاشة BehaviorAnalyticsScreen ضمن قسم Analytics & AI لتحقيق الغرض التالي: شاشة لتحليل السلوك التفاعلي للمستخدمين (موظفين ومديرين)، تترجم بيانات الاستخدام إلى مؤشرات مثل التشتت، الارتباك، الضغط أو التركيز، وتعرضها في شكل رسوم ومؤشرات قابلة للمقارنة بين الفترات والأشخاص. حتى أتمكن من أداء دوري بكفاءة والاعتماد على بيانات حقيقية من قاعدة البيانات.,"As a user (المدير / HR / المشرف), I want to use the BehaviorAnalyticsScreen in the Analytics & AI module to achieve its defined purpose so that I can perform my responsibilities efficiently based on real database data.",شاشة لتحليل السلوك التفاعلي للمستخدمين (موظفين ومديرين)، تترجم بيانات الاستخدام إلى مؤشرات مثل التشتت، الارتباك، الضغط أو التركيز، وتعرضها في شكل رسوم ومؤشرات قابلة للمقارنة بين الفترات والأشخاص.,"تُحدد الجداول المرتبطة بهذه الشاشة في تصميم قاعدة البيانات (مثل Donations, Projects, Users, Tasks حسب طبيعة الشاشة).",جميع الأزرار والفلاتر وروابط التنقل في شاشة BehaviorAnalyticsScreen تعمل كما هو موصوف (عرض، بحث، تصفية، حفظ، تعديل، حذف، تصدير، تغيير الفترة الزمنية).,Given أن المستخدم يملك صلاحية الوصول لهذه الشاشة ووجود بيانات فعلية، When يفتح الشاشة ويستخدم عناصرها (عرض، بحث، تصفية، حفظ، تعديل، حذف)، Then يجب جلب البيانات من قاعدة البيانات فقط بدون قيم ثابتة، وتنفيذ عمليات الحفظ والتعديل والحذف على الجداول المرتبطة بنجاح، مع إظهار رسائل نجاح/فشل واضحة، وتسجيل أي خطأ تقني في نظام إدارة الأخطاء برقم مرجعي، واحترام صلاحيات الدور، والحفاظ على حالة الفلاتر والتمرير (scroll) عند الرجوع للشاشة لتحسين تجربة الاستخدام.
Analytics & AI,LivePerformanceScreen,US-LivePerformanceScreen-01,المدير / المشرف,كـالمدير / المشرف أريد استخدام شاشة LivePerformanceScreen ضمن قسم Analytics & AI لتحقيق الغرض التالي: شاشة أداء لحظية تعرض في الزمن الحقيقي عدد التبرعات الجديدة، المهام التي تم إنجازها مؤخرًا، حالة الحملات النشطة، ونشاط الموظفين المتصلين. مفيدة للمراقبة اليومية واتخاذ قرارات فورية. حتى أتمكن من أداء دوري بكفاءة والاعتماد على بيانات حقيقية من قاعدة البيانات.,"As a user (المدير / المشرف), I want to use the LivePerformanceScreen in the Analytics & AI module to achieve its defined purpose so that I can perform my responsibilities efficiently based on real database data.",شاشة أداء لحظية تعرض في الزمن الحقيقي عدد التبرعات الجديدة، المهام التي تم إنجازها مؤخرًا، حالة الحملات النشطة، ونشاط الموظفين المتصلين. مفيدة للمراقبة اليومية واتخاذ قرارات فورية.,"تُحدد الجداول المرتبطة بهذه الشاشة في تصميم قاعدة البيانات (مثل Donations, Projects, Users, Tasks حسب طبيعة الشاشة).",جميع الأزرار والفلاتر وروابط التنقل في شاشة LivePerformanceScreen تعمل كما هو موصوف (عرض، بحث، تصفية، حفظ، تعديل، حذف، تصدير، تغيير الفترة الزمنية).,Given أن المستخدم يملك صلاحية الوصول لهذه الشاشة ووجود بيانات فعلية، When يفتح الشاشة ويستخدم عناصرها (عرض، بحث، تصفية، حفظ، تعديل، حذف)، Then يجب جلب البيانات من قاعدة البيانات فقط بدون قيم ثابتة، وتنفيذ عمليات الحفظ والتعديل والحذف على الجداول المرتبطة بنجاح، مع إظهار رسائل نجاح/فشل واضحة، وتسجيل أي خطأ تقني في نظام إدارة الأخطاء برقم مرجعي، واحترام صلاحيات الدور، والحفاظ على حالة الفلاتر والتمرير (scroll) عند الرجوع للشاشة لتحسين تجربة الاستخدام.
Analytics & AI,AIInsightsScreen,US-AIInsightsScreen-01,المدير / الموظف / المشرف,كـالمدير / الموظف / المشرف أريد استخدام شاشة AIInsightsScreen ضمن قسم Analytics & AI لتحقيق الغرض التالي: شاشة تجمع توصيات الذكاء الاصطناعي المستخرجة من بيانات النظام، مثل اقتراح رفع ميزانية قناة معينة، إيقاف حملة ضعيفة، إعادة توزيع المهام بين الموظفين، أو التركيز على نوع محدد من المتبرعين. كل توصية مبنية على تحليلات فعلية. حتى أتمكن من أداء دوري بكفاءة والاعتماد على بيانات حقيقية من قاعدة البيانات.,"As a user (المدير / الموظف / المشرف), I want to use the AIInsightsScreen in the Analytics & AI module to achieve its defined purpose so that I can perform my responsibilities efficiently based on real database data.",شاشة تجمع توصيات الذكاء الاصطناعي المستخرجة من بيانات النظام، مثل اقتراح رفع ميزانية قناة معينة، إيقاف حملة ضعيفة، إعادة توزيع المهام بين الموظفين، أو التركيز على نوع محدد من المتبرعين. كل توصية مب...,"تُحدد الجداول المرتبطة بهذه الشاشة في تصميم قاعدة البيانات (مثل Donations, Projects, Users, Tasks حسب طبيعة الشاشة).",جميع الأزرار والفلاتر وروابط التنقل في شاشة AIInsightsScreen تعمل كما هو موصوف (عرض، بحث، تصفية، حفظ، تعديل، حذف، تصدير، تغيير الفترة الزمنية).,Given أن المستخدم يملك صلاحية الوصول لهذه الشاشة ووجود بيانات فعلية، When يفتح الشاشة ويستخدم عناصرها (عرض، بحث، تصفية، حفظ، تعديل، حذف)، Then يجب جلب البيانات من قاعدة البيانات فقط بدون قيم ثابتة، وتنفيذ عمليات الحفظ والتعديل والحذف على الجداول المرتبطة بنجاح، مع إظهار رسائل نجاح/فشل واضحة، وتسجيل أي خطأ تقني في نظام إدارة الأخطاء برقم مرجعي، واحترام صلاحيات الدور، والحفاظ على حالة الفلاتر والتمرير (scroll) عند الرجوع للشاشة لتحسين تجربة الاستخدام.
Analytics & AI,BestPracticesScreen,US-BestPracticesScreen-01,جميع الموظفين / المدير,كـجميع الموظفين / المدير أريد استخدام شاشة BestPracticesScreen ضمن قسم Analytics & AI لتحقيق الغرض التالي: مكتبة أفضل الممارسات داخل الجمعية تحتوي على نماذج نصوص ناجحة، أساليب إقناع فعّالة، حملات متميزة، ودروس مستفادة من التجارب السابقة، مع إمكانية اقتراح محتوى جديد عبر الذكاء الاصطناعي بناءً على الحالات المشابهة. حتى أتمكن من أداء دوري بكفاءة والاعتماد على بيانات حقيقية من قاعدة البيانات.,"As a user (جميع الموظفين / المدير), I want to use the BestPracticesScreen in the Analytics & AI module to achieve its defined purpose so that I can perform my responsibilities efficiently based on real database data.",مكتبة أفضل الممارسات داخل الجمعية تحتوي على نماذج نصوص ناجحة، أساليب إقناع فعّالة، حملات متميزة، ودروس مستفادة من التجارب السابقة، مع إمكانية اقتراح محتوى جديد عبر الذكاء الاصطناعي بناءً على الحالا...,"تُحدد الجداول المرتبطة بهذه الشاشة في تصميم قاعدة البيانات (مثل Donations, Projects, Users, Tasks حسب طبيعة الشاشة).",جميع الأزرار والفلاتر وروابط التنقل في شاشة BestPracticesScreen تعمل كما هو موصوف (عرض، بحث، تصفية، حفظ، تعديل، حذف، تصدير، تغيير الفترة الزمنية).,Given أن المستخدم يملك صلاحية الوصول لهذه الشاشة ووجود بيانات فعلية، When يفتح الشاشة ويستخدم عناصرها (عرض، بحث، تصفية، حفظ، تعديل، حذف)، Then يجب جلب البيانات من قاعدة البيانات فقط بدون قيم ثابتة، وتنفيذ عمليات الحفظ والتعديل والحذف على الجداول المرتبطة بنجاح، مع إظهار رسائل نجاح/فشل واضحة، وتسجيل أي خطأ تقني في نظام إدارة الأخطاء برقم مرجعي، واحترام صلاحيات الدور، والحفاظ على حالة الفلاتر والتمرير (scroll) عند الرجوع للشاشة لتحسين تجربة الاستخدام.
Analytics & AI,DecisionCenterScreen,US-DecisionCenterScreen-01,المدير / مدير التسويق / المشرف,كـالمدير / مدير التسويق / المشرف أريد استخدام شاشة DecisionCenterScreen ضمن قسم Analytics & AI لتحقيق الغرض التالي: مركز موحد لاتخاذ القرار يعتمد على مخرجات الذكاء الاصطناعي والتحليلات، يتيح تقييم المؤثرين، مراجعة أداء الحملات، اقتراح تغييرات في الميزانية، وتوزيع المهام الذكي على الموظفين بناءً على جاهزيتهم وأدائهم الحالي. حتى أتمكن من أداء دوري بكفاءة والاعتماد على بيانات حقيقية من قاعدة البيانات.,"As a user (المدير / مدير التسويق / المشرف), I want to use the DecisionCenterScreen in the Analytics & AI module to achieve its defined purpose so that I can perform my responsibilities efficiently based on real database data.",مركز موحد لاتخاذ القرار يعتمد على مخرجات الذكاء الاصطناعي والتحليلات، يتيح تقييم المؤثرين، مراجعة أداء الحملات، اقتراح تغييرات في الميزانية، وتوزيع المهام الذكي على الموظفين بناءً على جاهزيتهم وأدا...,"تُحدد الجداول المرتبطة بهذه الشاشة في تصميم قاعدة البيانات (مثل Donations, Projects, Users, Tasks حسب طبيعة الشاشة).",جميع الأزرار والفلاتر وروابط التنقل في شاشة DecisionCenterScreen تعمل كما هو موصوف (عرض، بحث، تصفية، حفظ، تعديل، حذف، تصدير، تغيير الفترة الزمنية).,Given أن المستخدم يملك صلاحية الوصول لهذه الشاشة ووجود بيانات فعلية، When يفتح الشاشة ويستخدم عناصرها (عرض، بحث، تصفية، حفظ، تعديل، حذف)، Then يجب جلب البيانات من قاعدة البيانات فقط بدون قيم ثابتة، وتنفيذ عمليات الحفظ والتعديل والحذف على الجداول المرتبطة بنجاح، مع إظهار رسائل نجاح/فشل واضحة، وتسجيل أي خطأ تقني في نظام إدارة الأخطاء برقم مرجعي، واحترام صلاحيات الدور، والحفاظ على حالة الفلاتر والتمرير (scroll) عند الرجوع للشاشة لتحسين تجربة الاستخدام.
Gamification & Training,GamificationScreen,US-GamificationScreen-01,المدير / HR,كـالمدير / HR أريد استخدام شاشة GamificationScreen ضمن قسم Gamification & Training لتحقيق الغرض التالي: شاشة لإعداد وتكوين نظام التحفيز القائم على النقاط، تسمح للمدير أو HR بتحديد الأفعال التي تمنح نقاطًا، قيم النقاط، شروط الحصول على الشارات، وإعداد التحديات الأسبوعية أو الشهرية بين الموظفين. حتى أتمكن من أداء دوري بكفاءة والاعتماد على بيانات حقيقية من قاعدة البيانات.,"As a user (المدير / HR), I want to use the GamificationScreen in the Gamification & Training module to achieve its defined purpose so that I can perform my responsibilities efficiently based on real database data.",شاشة لإعداد وتكوين نظام التحفيز القائم على النقاط، تسمح للمدير أو HR بتحديد الأفعال التي تمنح نقاطًا، قيم النقاط، شروط الحصول على الشارات، وإعداد التحديات الأسبوعية أو الشهرية بين الموظفين.,"تُحدد الجداول المرتبطة بهذه الشاشة في تصميم قاعدة البيانات (مثل Donations, Projects, Users, Tasks حسب طبيعة الشاشة).",جميع الأزرار والفلاتر وروابط التنقل في شاشة GamificationScreen تعمل كما هو موصوف (عرض، بحث، تصفية، حفظ، تعديل، حذف، تصدير، تغيير الفترة الزمنية).,Given أن المستخدم يملك صلاحية الوصول لهذه الشاشة ووجود بيانات فعلية، When يفتح الشاشة ويستخدم عناصرها (عرض، بحث، تصفية، حفظ، تعديل، حذف)، Then يجب جلب البيانات من قاعدة البيانات فقط بدون قيم ثابتة، وتنفيذ عمليات الحفظ والتعديل والحذف على الجداول المرتبطة بنجاح، مع إظهار رسائل نجاح/فشل واضحة، وتسجيل أي خطأ تقني في نظام إدارة الأخطاء برقم مرجعي، واحترام صلاحيات الدور، والحفاظ على حالة الفلاتر والتمرير (scroll) عند الرجوع للشاشة لتحسين تجربة الاستخدام.
Gamification & Training,LeaderboardScreen,US-LeaderboardScreen-01,جميع الموظفين / المدير,كـجميع الموظفين / المدير أريد استخدام شاشة LeaderboardScreen ضمن قسم Gamification & Training لتحقيق الغرض التالي: شاشة تعرض لوحة المتصدرين بين الموظفين أو الفرق بناءً على النقاط والإيرادات وعدد المهام المنجزة، مع إمكانية اختيار فترة زمنية معينة، بهدف تحفيز التنافس الإيجابي ورفع الإنتاجية. حتى أتمكن من أداء دوري بكفاءة والاعتماد على بيانات حقيقية من قاعدة البيانات.,"As a user (جميع الموظفين / المدير), I want to use the LeaderboardScreen in the Gamification & Training module to achieve its defined purpose so that I can perform my responsibilities efficiently based on real database data.",شاشة تعرض لوحة المتصدرين بين الموظفين أو الفرق بناءً على النقاط والإيرادات وعدد المهام المنجزة، مع إمكانية اختيار فترة زمنية معينة، بهدف تحفيز التنافس الإيجابي ورفع الإنتاجية.,"تُحدد الجداول المرتبطة بهذه الشاشة في تصميم قاعدة البيانات (مثل Donations, Projects, Users, Tasks حسب طبيعة الشاشة).",جميع الأزرار والفلاتر وروابط التنقل في شاشة LeaderboardScreen تعمل كما هو موصوف (عرض، بحث، تصفية، حفظ، تعديل، حذف، تصدير، تغيير الفترة الزمنية).,Given أن المستخدم يملك صلاحية الوصول لهذه الشاشة ووجود بيانات فعلية، When يفتح الشاشة ويستخدم عناصرها (عرض، بحث، تصفية، حفظ، تعديل، حذف)، Then يجب جلب البيانات من قاعدة البيانات فقط بدون قيم ثابتة، وتنفيذ عمليات الحفظ والتعديل والحذف على الجداول المرتبطة بنجاح، مع إظهار رسائل نجاح/فشل واضحة، وتسجيل أي خطأ تقني في نظام إدارة الأخطاء برقم مرجعي، واحترام صلاحيات الدور، والحفاظ على حالة الفلاتر والتمرير (scroll) عند الرجوع للشاشة لتحسين تجربة الاستخدام.
Gamification & Training,RewardsScreen,US-RewardsScreen-01,الموظف / المدير / HR,كـالموظف / المدير / HR أريد استخدام شاشة RewardsScreen ضمن قسم Gamification & Training لتحقيق الغرض التالي: شاشة لإدارة واستبدال النقاط بمكافآت حقيقية (هدايا، إجازات، مزايا)، تتيح للموظف طلب استبدال نقاطه ولمدير HR الموافقة أو الرفض، مع تسجيل كل عملية استبدال في قاعدة البيانات. حتى أتمكن من أداء دوري بكفاءة والاعتماد على بيانات حقيقية من قاعدة البيانات.,"As a user (الموظف / المدير / HR), I want to use the RewardsScreen in the Gamification & Training module to achieve its defined purpose so that I can perform my responsibilities efficiently based on real database data.",شاشة لإدارة واستبدال النقاط بمكافآت حقيقية (هدايا، إجازات، مزايا)، تتيح للموظف طلب استبدال نقاطه ولمدير HR الموافقة أو الرفض، مع تسجيل كل عملية استبدال في قاعدة البيانات.,"تُحدد الجداول المرتبطة بهذه الشاشة في تصميم قاعدة البيانات (مثل Donations, Projects, Users, Tasks حسب طبيعة الشاشة).",جميع الأزرار والفلاتر وروابط التنقل في شاشة RewardsScreen تعمل كما هو موصوف (عرض، بحث، تصفية، حفظ، تعديل، حذف، تصدير، تغيير الفترة الزمنية).,Given أن المستخدم يملك صلاحية الوصول لهذه الشاشة ووجود بيانات فعلية، When يفتح الشاشة ويستخدم عناصرها (عرض، بحث، تصفية، حفظ، تعديل، حذف)، Then يجب جلب البيانات من قاعدة البيانات فقط بدون قيم ثابتة، وتنفيذ عمليات الحفظ والتعديل والحذف على الجداول المرتبطة بنجاح، مع إظهار رسائل نجاح/فشل واضحة، وتسجيل أي خطأ تقني في نظام إدارة الأخطاء برقم مرجعي، واحترام صلاحيات الدور، والحفاظ على حالة الفلاتر والتمرير (scroll) عند الرجوع للشاشة لتحسين تجربة الاستخدام.
Gamification & Training,TrainingScreen,US-TrainingScreen-01,HR / المدير / الموظف,كـHR / المدير / الموظف أريد استخدام شاشة TrainingScreen ضمن قسم Gamification & Training لتحقيق الغرض التالي: شاشة إدارة المسارات التدريبية التي يستخدمها HR لتحديد البرامج التدريبية المطلوبة لكل وظيفة أو موظف، وربطها بالأهداف التطويرية ومتابعة التقدم في كل مسار بشكل دوري. حتى أتمكن من أداء دوري بكفاءة والاعتماد على بيانات حقيقية من قاعدة البيانات.,"As a user (HR / المدير / الموظف), I want to use the TrainingScreen in the Gamification & Training module to achieve its defined purpose so that I can perform my responsibilities efficiently based on real database data.",شاشة إدارة المسارات التدريبية التي يستخدمها HR لتحديد البرامج التدريبية المطلوبة لكل وظيفة أو موظف، وربطها بالأهداف التطويرية ومتابعة التقدم في كل مسار بشكل دوري.,"تُحدد الجداول المرتبطة بهذه الشاشة في تصميم قاعدة البيانات (مثل Donations, Projects, Users, Tasks حسب طبيعة الشاشة).",جميع الأزرار والفلاتر وروابط التنقل في شاشة TrainingScreen تعمل كما هو موصوف (عرض، بحث، تصفية، حفظ، تعديل، حذف، تصدير، تغيير الفترة الزمنية).,Given أن المستخدم يملك صلاحية الوصول لهذه الشاشة ووجود بيانات فعلية، When يفتح الشاشة ويستخدم عناصرها (عرض، بحث، تصفية، حفظ، تعديل، حذف)، Then يجب جلب البيانات من قاعدة البيانات فقط بدون قيم ثابتة، وتنفيذ عمليات الحفظ والتعديل والحذف على الجداول المرتبطة بنجاح، مع إظهار رسائل نجاح/فشل واضحة، وتسجيل أي خطأ تقني في نظام إدارة الأخطاء برقم مرجعي، واحترام صلاحيات الدور، والحفاظ على حالة الفلاتر والتمرير (scroll) عند الرجوع للشاشة لتحسين تجربة الاستخدام.
Gamification & Training,TrainingLibraryScreen,US-TrainingLibraryScreen-01,جميع الموظفين,كـجميع الموظفين أريد استخدام شاشة TrainingLibraryScreen ضمن قسم Gamification & Training لتحقيق الغرض التالي: مكتبة محتوى تدريبي تحتوي على الدورات، الملفات، الفيديوهات، والكتيبات، مع تصنيفها حسب المهارة والموضوع وتمكين الموظف من الوصول إليها بسهولة وتسجيل تقدمه في كل مادة. حتى أتمكن من أداء دوري بكفاءة والاعتماد على بيانات حقيقية من قاعدة البيانات.,"As a user (جميع الموظفين), I want to use the TrainingLibraryScreen in the Gamification & Training module to achieve its defined purpose so that I can perform my responsibilities efficiently based on real database data.",مكتبة محتوى تدريبي تحتوي على الدورات، الملفات، الفيديوهات، والكتيبات، مع تصنيفها حسب المهارة والموضوع وتمكين الموظف من الوصول إليها بسهولة وتسجيل تقدمه في كل مادة.,"تُحدد الجداول المرتبطة بهذه الشاشة في تصميم قاعدة البيانات (مثل Donations, Projects, Users, Tasks حسب طبيعة الشاشة).",جميع الأزرار والفلاتر وروابط التنقل في شاشة TrainingLibraryScreen تعمل كما هو موصوف (عرض، بحث، تصفية، حفظ، تعديل، حذف، تصدير، تغيير الفترة الزمنية).,Given أن المستخدم يملك صلاحية الوصول لهذه الشاشة ووجود بيانات فعلية، When يفتح الشاشة ويستخدم عناصرها (عرض، بحث، تصفية، حفظ، تعديل، حذف)، Then يجب جلب البيانات من قاعدة البيانات فقط بدون قيم ثابتة، وتنفيذ عمليات الحفظ والتعديل والحذف على الجداول المرتبطة بنجاح، مع إظهار رسائل نجاح/فشل واضحة، وتسجيل أي خطأ تقني في نظام إدارة الأخطاء برقم مرجعي، واحترام صلاحيات الدور، والحفاظ على حالة الفلاتر والتمرير (scroll) عند الرجوع للشاشة لتحسين تجربة الاستخدام.
System,NotificationsScreen,US-NotificationsScreen-01,جميع المستخدمين / المدير,كـجميع المستخدمين / المدير أريد استخدام شاشة NotificationsScreen ضمن قسم System لتحقيق الغرض التالي: شاشة لإدارة الإشعارات داخل النظام، تتيح للمستخدم رؤية التنبيهات المتعلقة بمهامه أو مشاريعه أو أداءه، وضبط تفضيلات استقبال الإشعارات، كما تسمح للإدارة بإرسال إشعارات عامة للفريق. حتى أتمكن من أداء دوري بكفاءة والاعتماد على بيانات حقيقية من قاعدة البيانات.,"As a user (جميع المستخدمين / المدير), I want to use the NotificationsScreen in the System module to achieve its defined purpose so that I can perform my responsibilities efficiently based on real database data.",شاشة لإدارة الإشعارات داخل النظام، تتيح للمستخدم رؤية التنبيهات المتعلقة بمهامه أو مشاريعه أو أداءه، وضبط تفضيلات استقبال الإشعارات، كما تسمح للإدارة بإرسال إشعارات عامة للفريق.,"تُحدد الجداول المرتبطة بهذه الشاشة في تصميم قاعدة البيانات (مثل Donations, Projects, Users, Tasks حسب طبيعة الشاشة).",جميع الأزرار والفلاتر وروابط التنقل في شاشة NotificationsScreen تعمل كما هو موصوف (عرض، بحث، تصفية، حفظ، تعديل، حذف، تصدير، تغيير الفترة الزمنية).,Given أن المستخدم يملك صلاحية الوصول لهذه الشاشة ووجود بيانات فعلية، When يفتح الشاشة ويستخدم عناصرها (عرض، بحث، تصفية، حفظ، تعديل، حذف)، Then يجب جلب البيانات من قاعدة البيانات فقط بدون قيم ثابتة، وتنفيذ عمليات الحفظ والتعديل والحذف على الجداول المرتبطة بنجاح، مع إظهار رسائل نجاح/فشل واضحة، وتسجيل أي خطأ تقني في نظام إدارة الأخطاء برقم مرجعي، واحترام صلاحيات الدور، والحفاظ على حالة الفلاتر والتمرير (scroll) عند الرجوع للشاشة لتحسين تجربة الاستخدام.
System,ErrorManagementScreen,US-ErrorManagementScreen-01,الفريق التقني / المدير,كـالفريق التقني / المدير أريد استخدام شاشة ErrorManagementScreen ضمن قسم System لتحقيق الغرض التالي: شاشة مخصصة للفريق التقني تعرض سجل الأخطاء المسجلة في النظام مع أرقامها المرجعية، الرسائل التفصيلية، وقت الحدوث، وحالة المعالجة، مما يسهل تتبع المشكلات وحلها بسرعة. حتى أتمكن من أداء دوري بكفاءة والاعتماد على بيانات حقيقية من قاعدة البيانات.,"As a user (الفريق التقني / المدير), I want to use the ErrorManagementScreen in the System module to achieve its defined purpose so that I can perform my responsibilities efficiently based on real database data.",شاشة مخصصة للفريق التقني تعرض سجل الأخطاء المسجلة في النظام مع أرقامها المرجعية، الرسائل التفصيلية، وقت الحدوث، وحالة المعالجة، مما يسهل تتبع المشكلات وحلها بسرعة.,"تُحدد الجداول المرتبطة بهذه الشاشة في تصميم قاعدة البيانات (مثل Donations, Projects, Users, Tasks حسب طبيعة الشاشة).",جميع الأزرار والفلاتر وروابط التنقل في شاشة ErrorManagementScreen تعمل كما هو موصوف (عرض، بحث، تصفية، حفظ، تعديل، حذف، تصدير، تغيير الفترة الزمنية).,Given أن المستخدم يملك صلاحية الوصول لهذه الشاشة ووجود بيانات فعلية، When يفتح الشاشة ويستخدم عناصرها (عرض، بحث، تصفية، حفظ، تعديل، حذف)، Then يجب جلب البيانات من قاعدة البيانات فقط بدون قيم ثابتة، وتنفيذ عمليات الحفظ والتعديل والحذف على الجداول المرتبطة بنجاح، مع إظهار رسائل نجاح/فشل واضحة، وتسجيل أي خطأ تقني في نظام إدارة الأخطاء برقم مرجعي، واحترام صلاحيات الدور، والحفاظ على حالة الفلاتر والتمرير (scroll) عند الرجوع للشاشة لتحسين تجربة الاستخدام.
System,PoliciesLogScreen,US-PoliciesLogScreen-01,المدير / مسؤول الأمن,كـالمدير / مسؤول الأمن أريد استخدام شاشة PoliciesLogScreen ضمن قسم System لتحقيق الغرض التالي: شاشة تعرض سجل السياسات والإعدادات الهامة التي تم تغييرها في النظام، من قام بالتغيير ومتى، وذلك لضمان الشفافية والتتبع في القرارات الإدارية والتقنية. حتى أتمكن من أداء دوري بكفاءة والاعتماد على بيانات حقيقية من قاعدة البيانات.,"As a user (المدير / مسؤول الأمن), I want to use the PoliciesLogScreen in the System module to achieve its defined purpose so that I can perform my responsibilities efficiently based on real database data.",شاشة تعرض سجل السياسات والإعدادات الهامة التي تم تغييرها في النظام، من قام بالتغيير ومتى، وذلك لضمان الشفافية والتتبع في القرارات الإدارية والتقنية.,"تُحدد الجداول المرتبطة بهذه الشاشة في تصميم قاعدة البيانات (مثل Donations, Projects, Users, Tasks حسب طبيعة الشاشة).",جميع الأزرار والفلاتر وروابط التنقل في شاشة PoliciesLogScreen تعمل كما هو موصوف (عرض، بحث، تصفية، حفظ، تعديل، حذف، تصدير، تغيير الفترة الزمنية).,Given أن المستخدم يملك صلاحية الوصول لهذه الشاشة ووجود بيانات فعلية، When يفتح الشاشة ويستخدم عناصرها (عرض، بحث، تصفية، حفظ، تعديل، حذف)، Then يجب جلب البيانات من قاعدة البيانات فقط بدون قيم ثابتة، وتنفيذ عمليات الحفظ والتعديل والحذف على الجداول المرتبطة بنجاح، مع إظهار رسائل نجاح/فشل واضحة، وتسجيل أي خطأ تقني في نظام إدارة الأخطاء برقم مرجعي، واحترام صلاحيات الدور، والحفاظ على حالة الفلاتر والتمرير (scroll) عند الرجوع للشاشة لتحسين تجربة الاستخدام.
System,SettingsScreen,US-SettingsScreen-01,المدير,كـالمدير أريد استخدام شاشة SettingsScreen ضمن قسم System لتحقيق الغرض التالي: شاشة إعدادات عامة للنظام تمكّن المدير من ضبط إعدادات مثل الأهداف الافتراضية، العملة، المنطقة الزمنية، حدود الأمان، وبعض الخيارات المتقدمة التي تؤثر على سلوك النظام ككل. حتى أتمكن من أداء دوري بكفاءة والاعتماد على بيانات حقيقية من قاعدة البيانات.,"As a user (المدير), I want to use the SettingsScreen in the System module to achieve its defined purpose so that I can perform my responsibilities efficiently based on real database data.",شاشة إعدادات عامة للنظام تمكّن المدير من ضبط إعدادات مثل الأهداف الافتراضية، العملة، المنطقة الزمنية، حدود الأمان، وبعض الخيارات المتقدمة التي تؤثر على سلوك النظام ككل.,"تُحدد الجداول المرتبطة بهذه الشاشة في تصميم قاعدة البيانات (مثل Donations, Projects, Users, Tasks حسب طبيعة الشاشة).",جميع الأزرار والفلاتر وروابط التنقل في شاشة SettingsScreen تعمل كما هو موصوف (عرض، بحث، تصفية، حفظ، تعديل، حذف، تصدير، تغيير الفترة الزمنية).,Given أن المستخدم يملك صلاحية الوصول لهذه الشاشة ووجود بيانات فعلية، When يفتح الشاشة ويستخدم عناصرها (عرض، بحث، تصفية، حفظ، تعديل، حذف)، Then يجب جلب البيانات من قاعدة البيانات فقط بدون قيم ثابتة، وتنفيذ عمليات الحفظ والتعديل والحذف على الجداول المرتبطة بنجاح، مع إظهار رسائل نجاح/فشل واضحة، وتسجيل أي خطأ تقني في نظام إدارة الأخطاء برقم مرجعي، واحترام صلاحيات الدور، والحفاظ على حالة الفلاتر والتمرير (scroll) عند الرجوع للشاشة لتحسين تجربة الاستخدام.
